fir_number,district,police_station,crime_type,ipc_bns_sections,incident_date,report_date,location_description,latitude,longitude,complainant_name,complainant_age,complainant_gender,complainant_contact,accused_name,accused_age,accused_gender,accused_count,weapon_used,property_loss_inr,case_status,case_outcome,investigating_officer,severity,is_juvenile_involved
0543/2021,Mysuru,Vijayanagar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2021-10-02,2021-10-03,"030, Magar Marg",13.88924,76.272602,Shravya Sengupta,30,Female,6202619352,Ekanta Gaba; Yochana Karan; Upasna Bajwa,18,Male,3,None,0,Under Investigation,,ASI Naik,High,No
0544/2025,Kalaburagi,Station Bazaar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2025-01-22,2025-01-27,"67, Bala Path",17.92614,78.041294,Anita Pall,66,Other,+915202524806,Shivani Chacko; Barkha Krishnan; Zarna Sankar,32,Male,3,None,0,Charge Sheet Filed,Dismissed,ASI Shah,High,No
0545/2022,Davanagere,Vidyanagar PS,Theft,"379, 303",2022-12-18,2022-12-19,"09, Korpal Zila",18.373614,74.739461,Samesh Ghosh,63,Other,7784711960,Unknown,,,0,None,42846.72,Convicted,Dismissed,CPI Doctor,Low,No
0546/2025,Bengaluru Urban,HSR Layout PS,Burglary,"331(4), 305",2025-05-28,2025-06-02,"72/94, Bhatnagar Zila",15.375273,75.369454,Henry Kapadia,54,Male,04270641516,Indrajit Murty; Zayyan Seshadri,44,Female,2,None,442948.53,Under Investigation,,DySP Bhalla,Medium,No
0547/2023,Kalaburagi,Brahmapur PS,Kidnapping,"363, 137",2023-12-02,2023-12-06,"02/11, Soman Nagar",15.870518,76.781844,Faqid Mital,62,Female,+913735037992,Ekapad Menon; Farhan Krishnan; Amara Pillay,59,Male,3,None,0,FIR Registered,,Inspector Kibe,High,No
0548/2021,Kalaburagi,Station Bazaar PS,Cybercrime - Phishing,"66C IT Act, 319",2021-05-20,2021-05-20,"H.No. 97, Jayaraman Ganj",15.081701,75.405136,Dipta Bobal,39,Female,04284750833,Zaitra Rout,51,Other,1,None,142321.97,Under Investigation,,SI Vyas,Medium,No
0549/2024,Mangaluru,Bunder PS,Theft,"379, 303",2024-01-21,2024-01-25,"H.No. 60, Chadha Circle",15.888927,75.59513,Mugdha Om,71,Female,+912460881277,Isha Chakrabarti; Harita Sathe; Gautam Tripathi,50,Male,3,None,366127.09,Charge Sheet Filed,Pending,CPI Dayal,Low,Yes
0550/2024,Mysuru,Krishnaraja PS,Chain Snatching,"356, 304",2024-06-02,2024-06-07,"83/38, Bhatt Street",15.50936,74.629872,Yashvi Dugar,39,Male,02775097839,Jason Bahl,40,Female,1,None,142625.48,Under Investigation,,DySP Oak,Medium,No
0551/2023,Belagavi,Camp PS,Vehicle Theft,"379, 303",2023-10-17,2023-10-21,"H.No. 26, Pal Circle",12.07363,74.279872,Kamala Mani,67,Female,1625454301,Neha Bahl; Yashvi Muni; Amruta Pathak,24,Male,3,None,355964.39,Under Investigation,,ASI Varma,Medium,No
0552/2018,Shivamogga,Town PS,Rioting,"147, 191",2018-11-16,2018-11-18,"19, Chauhan Zila",18.475582,77.10058,Ranbir Hayre,43,Other,5472426138,Ekaja Bala; Nicholas Seth; Indali Oza,34,Other,3,Rope,0,Acquitted,Dismissed,DySP Brahmbhatt,Low,No
0553/2023,Tumakuru,City PS,Murder,"302, 103",2023-09-03,2023-09-04,"33/258, Handa Chowk",11.728252,74.705779,Ishwar Chahal,47,Male,03045044257,Unknown,,,0,Blunt Object,0,Case Closed,Dismissed,ASI Boase,High,No
0554/2024,Davanagere,Vidyanagar PS,Assault,"323, 115",2024-09-30,2024-10-03,"H.No. 417, Iyer Ganj",14.100271,78.45959,Meghana De,41,Other,03734392062,Tristan Kakar; Ekaja Sridhar,20,Other,2,Firearm,0,Under Investigation,,SI Parsa,Medium,No
0555/2019,Shivamogga,Town PS,Murder,"302, 103",2019-08-06,2019-08-10,"61, Ghosh Nagar",15.332761,74.30404,Sai Bora,75,Female,06106009294,Eshana Raja; Yagnesh Kanda,31,Male,2,Rope,0,Case Closed,Convicted,SI Batra,High,Yes
0556/2023,Shivamogga,Vinoba Nagar PS,Public Nuisance,"268, 270",2023-01-27,2023-01-29,"49/141, Bajwa Marg",16.831751,77.002493,Januja Mital,48,Other,02958741459,Anita Desai,26,Other,1,None,0,Convicted,Dismissed,DySP Kapoor,Low,No
0557/2025,Kalaburagi,Brahmapur PS,Hit and Run,"304A, 106",2025-06-14,2025-06-18,"H.No. 62, Murthy Zila",16.65139,76.906624,Rushil Pant,32,Female,+912715196883,Onveer Chaudry; Anmol Bhalla,52,Male,2,None,0,Case Closed,Dismissed,DySP Prakash,Low,No
0558/2025,Bengaluru Urban,Jayanagar PS,Arson,"436, 324",2025-03-27,2025-03-27,"H.No. 53, Parikh Zila",12.825771,76.141261,Tarak Karnik,23,Male,+919195134527,Unknown,,,0,None,0,Pending Court Trial,Settled Out of Court,Inspector Jhaveri,High,No
0559/2020,Bengaluru Urban,Indiranagar PS,Arson,"436, 324",2020-01-07,2020-01-07,"42/348, Sidhu Ganj",14.312585,74.202426,Gayathri Shere,31,Male,7422337128,Tejas Bobal; Udyati Edwin; Ucchal Lata,23,Other,3,None,0,Charge Sheet Filed,Pending,Inspector Nazareth,High,No
0560/2020,Bengaluru Urban,Rajajinagar PS,Eve Teasing/Harassment,"354, 354A",2020-01-10,2020-01-13,"H.No. 782, Sarraf Path",18.358503,76.438007,Panini Jhaveri,51,Female,9191990062,Oeshi Suresh; Rushil Merchant; Laban Agate,34,Male,3,None,0,Under Investigation,,SI Tara,Low,No
0561/2019,Mangaluru,Mangaladevi PS,Robbery,"392, 309",2019-09-24,2019-09-26,"57, Kade Marg",11.909512,75.754729,Qabil Raman,61,Male,+918860470140,Unknown,,,0,Sharp Weapon,91138.19,Case Withdrawn,,DySP Goswami,High,No
0562/2021,Kalaburagi,Brahmapur PS,Eve Teasing/Harassment,"354, 354A",2021-08-20,2021-08-22,"947, Atwal Chowk",16.764936,76.637131,Bhavya Sachdev,70,Male,03174817410,Unknown,,,0,None,0,Case Closed,Acquitted,PSI Agarwal,Low,No
0563/2021,Shivamogga,Vinoba Nagar PS,Assault,"323, 115",2021-01-08,2021-01-08,"50, Aurora Chowk",15.934789,78.111808,Ranveer Gara,53,Female,+913778488121,Unknown,,,0,Rope,0,Charge Sheet Filed,Dismissed,SI Yogi,Medium,No
0564/2024,Bengaluru Urban,Jayanagar PS,Arson,"436, 324",2024-07-28,2024-08-02,"H.No. 006, Char Path",14.621876,77.80825,Jhalak Sinha,66,Other,05921690440,Ekbal Sule,37,Other,1,None,0,Under Investigation,,ASI Behl,High,No
0565/2019,Mangaluru,Mangaladevi PS,Arson,"436, 324",2019-11-20,2019-11-21,"784, Bhardwaj Street",13.524746,78.374368,Xavier Sani,45,Other,5746140038,Ishani Doctor; Vritti Mitter; Orinder Pal,20,Male,3,None,0,Pending Court Trial,Settled Out of Court,ASI Pandit,High,Yes
0566/2020,Shivamogga,Vinoba Nagar PS,Hit and Run,"304A, 106",2020-10-24,2020-10-29,"34/72, Vohra Chowk",12.629914,76.403402,Arunima Sarraf,40,Other,03877840455,Ladli Solanki,55,Other,1,None,0,Case Closed,Convicted,CPI Chowdhury,Low,No
0567/2019,Mysuru,Krishnaraja PS,Assault,"323, 115",2019-07-27,2019-08-01,"75/225, Bhat Zila",15.946189,78.408382,Jackson Sani,35,Female,5743181526,Elijah Keer,57,Other,1,Sharp Weapon,0,Pending Court Trial,Pending,DySP Ben,Medium,No
0568/2021,Hubballi-Dharwad,Hubballi Old City PS,Vehicle Theft,"379, 303",2021-10-31,2021-11-01,"H.No. 985, Ranganathan Nagar",17.955804,76.73954,Ojas Deol,56,Female,9413151183,Unknown,,,0,None,457052.11,Case Closed,Compounded,PSI Khurana,Medium,No
0569/2022,Bengaluru Urban,Cubbon Park PS,Cybercrime - Online Fraud,"66D IT Act, 318",2022-08-20,2022-08-24,"H.No. 468, Bakshi Circle",16.058865,76.423922,Anamika Sidhu,63,Female,01979290650,Tarak Dada; Yashawini Merchant; Nakul Vasa,52,Male,3,None,393758.96,FIR Registered,,DySP Misra,Medium,No
0570/2022,Shivamogga,Town PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2022-03-22,2022-03-26,"60, Balakrishnan Circle",14.093364,74.868459,Bhavya Misra,29,Other,05082168818,Unknown,,,0,None,0,Case Closed,Dismissed,SI Mody,High,No
0571/2021,Bengaluru Urban,Whitefield PS,Theft,"379, 303",2021-02-25,2021-03-02,"H.No. 057, Chad",13.62225,77.230143,Ranveer Savant,40,Male,+914966561688,Unknown,,,0,None,408232.27,FIR Registered,,DySP Dasgupta,Low,No
0572/2018,Belagavi,Tilakwadi PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2018-05-31,2018-06-02,"71/413, Savant Road",12.276626,75.248064,Indira Patla,63,Other,04081636103,Oliver Dani,18,Male,1,None,0,Case Closed,Dismissed,DySP Kalita,High,No
0573/2025,Mangaluru,Kankanady PS,Cybercrime - Phishing,"66C IT Act, 319",2025-05-26,2025-05-31,"H.No. 15, Nanda Circle",13.317371,76.564565,Dayamai Mahal,61,Other,09017517769,Theodore Mandal,22,Other,1,None,64559.07,Pending Court Trial,Acquitted,SI Kant,Medium,No
0574/2025,Davanagere,Vidyanagar PS,Cybercrime - Phishing,"66C IT Act, 319",2025-08-09,2025-08-09,"H.No. 30, Biswas Chowk",15.986764,78.243834,Amara Radhakrishnan,62,Other,03573607627,Fariq Tandon; Karan Kapadia,53,Female,2,None,1476.5,Case Withdrawn,,ASI Arora,Medium,No
0575/2021,Kalaburagi,Station Bazaar PS,Eve Teasing/Harassment,"354, 354A",2021-01-27,2021-01-27,"H.No. 02, Sen Street",11.828753,78.132762,Gautam Sodhi,47,Female,+916298066118,Ikbal Sarraf; Nirja Chada,51,Male,2,None,0,Acquitted,Acquitted,DySP Nagi,Low,No
0576/2020,Kalaburagi,Brahmapur PS,Fraud/Cheating,"420, 318",2020-03-08,2020-03-10,"506, Khatri Path",12.651371,75.398626,Tanvi Kurian,54,Male,+914768040939,Jackson Krishnan,45,Male,1,None,458539.11,Under Investigation,,PSI Sarraf,Medium,No
0577/2022,Mysuru,Devaraja PS,Counterfeiting,"489B, 178",2022-11-05,2022-11-05,"H.No. 75, Thaman Ganj",18.211619,77.746329,Anvi Baria,58,Female,1317112008,Kritika Oza; Tripti Gulati,33,Male,2,None,0,Pending Court Trial,Acquitted,ASI Kadakia,Low,No
0578/2024,Davanagere,P.G. Halli PS,Robbery,"392, 309",2024-09-23,2024-09-27,"458, Baria Circle",13.692956,77.814615,Maanas Bhardwaj,24,Other,+913962462331,Arya Roy; Ayushman Wable; Dev Sankar,55,Male,3,Knife,487275.53,Case Closed,Dismissed,SI Anand,High,No
0579/2018,Mangaluru,Bunder PS,Rioting,"147, 191",2018-08-13,2018-08-15,"91/08, Shenoy Street",13.564417,75.71655,Isaac Chhabra,45,Male,3843230396,Unknown,,,0,None,0,Pending Court Trial,Convicted,Inspector Chopra,Low,No
0580/2024,Mysuru,Krishnaraja PS,Domestic Violence,"498A, 85",2024-09-21,2024-09-26,"617, Bora Zila",18.063094,77.523181,Kevin Ramachandran,47,Female,+914212255603,Ucchal Vaidya; Ojas Borde; Arin Goda,45,Other,3,Knife,0,Pending Court Trial,Compounded,CPI Parekh,Medium,No
0581/2019,Kalaburagi,Brahmapur PS,Assault,"323, 115",2019-02-25,2019-02-25,"53, Varty",14.869795,76.793829,Xalak Dalal,22,Other,4933437583,Tanish Pandey,54,Male,1,Acid,0,Pending Court Trial,Dismissed,CPI Soman,Medium,No
0582/2019,Mangaluru,Bunder PS,Burglary,"331(4), 305",2019-06-07,2019-06-09,"H.No. 598, Kapoor Street",14.786666,76.714983,Ranbir Das,50,Other,04739036418,Kashish Chaudhry; Charles Brahmbhatt,37,Other,2,None,442668.34,Pending Court Trial,Acquitted,PSI Uppal,Medium,No
0583/2020,Bengaluru Urban,Koramangala PS,Burglary,"331(4), 305",2020-08-30,2020-09-03,"40/87, Sodhi",16.996847,75.536984,Gopal Borde,53,Male,+915996002314,Yasti Choudhury; Bhavika Ravel; Mugdha Edwin,40,Male,3,None,488267.13,Convicted,Acquitted,DySP Reddy,Medium,No
0584/2024,Shivamogga,Vinoba Nagar PS,Public Nuisance,"268, 270",2024-05-07,2024-05-09,"18, Rao Marg",13.035841,74.016637,Leela Sabharwal,44,Female,5700366675,Bimala Cheema,24,Female,1,None,0,Pending Court Trial,Dismissed,SI Sankar,Low,No
0585/2020,Belagavi,Tilakwadi PS,Hit and Run,"304A, 106",2020-05-23,2020-05-24,"656, Narang",14.03972,74.33179,Samuel Krishnamurthy,67,Female,02251232452,Chatresh Prabhakar; Wakeeta Purohit; Lila Chandran,31,Female,3,None,0,Case Closed,Convicted,PSI Kaul,Low,Yes
0586/2022,Mysuru,Vijayanagar PS,Chain Snatching,"356, 304",2022-12-09,2022-12-10,"16/05, Mall Chowk",13.488706,74.985253,Vanya Solanki,66,Female,5239903881,Unknown,,,0,None,487666.98,Pending Court Trial,Acquitted,PSI Thakkar,Medium,No
0587/2021,Hubballi-Dharwad,Dharwad Rural PS,Cybercrime - Online Fraud,"66D IT Act, 318",2021-10-23,2021-10-27,"98/22, Kashyap Nagar",14.152459,77.543363,Ronith Gour,30,Male,04695057004,Veda Kothari,34,Male,1,None,10986.38,Charge Sheet Filed,Acquitted,DySP Bhandari,Medium,No
0588/2020,Belagavi,Tilakwadi PS,Rioting,"147, 191",2020-09-10,2020-09-12,"14, Savant Road",12.841769,75.70188,Bhavini Dalal,60,Male,8466852852,Hema Ganesh; Raagini Naidu; Nihal Grewal,22,Male,3,Firearm,0,Convicted,Acquitted,PSI Raja,Low,No
0589/2018,Ballari,Bruhat Bangalore PS,Domestic Violence,"498A, 85",2018-07-09,2018-07-13,"38/207, Mishra Chowk",17.069283,77.927832,Zaitra Mukhopadhyay,72,Other,+913748356028,Zaitra Mishra; Akshay Warrior,27,Female,2,Blunt Object,0,Pending Court Trial,Compounded,SI Jaggi,Medium,No
0590/2026,Ballari,Bruhat Bangalore PS,Cybercrime - Phishing,"66C IT Act, 319",2026-02-27,2026-02-27,"H.No. 125, Mody Circle",16.757954,75.684197,Jeremiah Bala,68,Other,08322320686,Unknown,,,0,None,84133.05,Convicted,Compounded,ASI Rao,Medium,No
0591/2021,Davanagere,Vidyanagar PS,Cybercrime - Online Fraud,"66D IT Act, 318",2021-08-11,2021-08-16,"82, Bose Street",16.048161,74.932398,Laksh Choudhary,62,Female,06483956883,Saumya Pall; Manthan Kibe; Gunbir Ram,48,Female,3,None,290802.75,Case Closed,Settled Out of Court,DySP Prashad,Medium,No
0592/2020,Shivamogga,Town PS,Fraud/Cheating,"420, 318",2020-06-14,2020-06-16,"90/23, Dhawan Marg",13.565336,76.334693,Jagdish Narula,42,Other,00555442856,Nachiket Thaker,41,Female,1,None,275500.71,Case Closed,Convicted,PSI Raman,Medium,No
0593/2024,Bengaluru Urban,Banashankari PS,Extortion,"384, 308",2024-12-19,2024-12-21,"18, Sengupta Chowk",14.591819,75.195312,Rachana Chadha,47,Female,07641998284,Hritik Subramanian; Yashawini Gandhi; Kevin Sandhu,41,Female,3,Sharp Weapon,136873.22,Case Closed,Acquitted,SI Amble,High,No
0594/2023,Mysuru,Nazarbad PS,Extortion,"384, 308",2023-10-02,2023-10-06,"317, Bali Chowk",13.836305,77.037983,Anya Venkatesh,68,Female,+914754015851,Januja Rout,24,Male,1,Knife,180438.33,Pending Court Trial,Acquitted,Inspector Barad,High,No
0595/2019,Hubballi-Dharwad,Hubballi Old City PS,Hit and Run,"304A, 106",2019-07-19,2019-07-24,"12/372, Parmer Path",17.253029,77.410127,Varsha Keer,34,Male,+913556294089,Kevin Kapoor; Azad Som,36,Female,2,None,0,Convicted,Dismissed,ASI Thakkar,Low,Yes
0596/2020,Davanagere,P.G. Halli PS,Fraud/Cheating,"420, 318",2020-07-21,2020-07-22,"H.No. 276, Wali Ganj",17.200784,75.532968,Faqid Kumer,31,Female,2757854023,Henry Kala,51,Other,1,None,393094.34,Acquitted,Compounded,ASI Vora,Medium,No
0597/2020,Belagavi,Tilakwadi PS,Eve Teasing/Harassment,"354, 354A",2020-05-08,2020-05-11,"76/121, Rout Road",18.103478,74.043565,Nicholas Bail,53,Male,00129587806,Charita Mandal; Utkarsh Gade,26,Other,2,None,0,Case Closed,Pending,PSI Nath,Low,No
0598/2022,Kalaburagi,Station Bazaar PS,Domestic Violence,"498A, 85",2022-09-13,2022-09-16,"25/535, Dhawan Ganj",17.955009,74.691611,Aradhana Wadhwa,43,Other,06251148541,Vincent Mistry; Matthew Lala,38,Other,2,None,0,Acquitted,Convicted,Inspector Buch,Medium,No
0599/2020,Kalaburagi,Station Bazaar PS,Fraud/Cheating,"420, 318",2020-04-16,2020-04-19,"H.No. 226, Nath Chowk",15.973023,75.370905,Ishwar Dash,42,Male,06511565657,Vamakshi Luthra; Simon Bassi; Arin Roy,24,Female,3,None,284972.75,Under Investigation,,ASI Prashad,Medium,No
0600/2025,Davanagere,P.G. Halli PS,Burglary,"331(4), 305",2025-09-23,2025-09-27,"204, Manne Circle",12.941246,75.309975,Ekapad Keer,29,Male,09852960499,Unknown,,,0,None,455716.98,Case Closed,Pending,ASI Din,Medium,No
0601/2018,Davanagere,P.G. Halli PS,Rioting,"147, 191",2018-08-24,2018-08-26,"82/55, Minhas Marg",14.428892,77.344142,Wazir Sridhar,28,Female,+916127947729,Riya Kamdar; Hiral Batta; Sarthak Chana,43,Male,3,Knife,0,Pending Court Trial,Settled Out of Court,PSI Pingle,Low,No
0602/2021,Belagavi,Camp PS,Cybercrime - Phishing,"66C IT Act, 319",2021-06-22,2021-06-25,"30, Kar Road",15.017325,77.081762,Sachi Venkatesh,60,Female,+916446021796,Nitara Sama,56,Other,1,None,469607.55,Convicted,Acquitted,Inspector Gara,Medium,No
0603/2018,Bengaluru Urban,Koramangala PS,Rioting,"147, 191",2018-09-20,2018-09-23,"28/61, Pal Zila",11.773594,74.409962,Madhav Dada,33,Other,+918564791491,Januja Goyal; Harshil Loke,54,Female,2,Rope,0,Pending Court Trial,Settled Out of Court,ASI Jha,Low,No
0604/2022,Shivamogga,Vinoba Nagar PS,Chain Snatching,"356, 304",2022-05-21,2022-05-25,"H.No. 712, Sengupta Ganj",14.704797,78.098749,Hiral Choudhury,72,Male,3303515463,Jatin Kunda; Samuel Bose; Mahika Gara,33,Male,3,None,450032.33,Convicted,Dismissed,DySP Chaudhry,Medium,No
0605/2025,Ballari,Cowl Bazar PS,Fraud/Cheating,"420, 318",2025-11-01,2025-11-01,"H.No. 096, Nath Road",16.585764,78.060056,Anika Shroff,73,Male,0458258138,Amruta Chahal; Oni Ganesh,58,Other,2,None,146298.85,Charge Sheet Filed,Compounded,SI Dutt,Medium,No
0606/2018,Tumakuru,City PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2018-11-10,2018-11-10,"27/96, Sama Marg",15.042452,76.079754,Advik Naidu,67,Female,+913135359268,Eiravati Samra; Triveni Das; Krisha Dugal,46,Male,3,None,0,Pending Court Trial,Acquitted,CPI Sachdev,High,No
0607/2026,Shivamogga,Vinoba Nagar PS,Vehicle Theft,"379, 303",2026-05-14,2026-05-17,"58, Shere Marg",17.919959,75.471997,Mitali Salvi,43,Male,3537786052,Unknown,,,0,None,125677.56,FIR Registered,,DySP Walia,Medium,No
0608/2018,Shivamogga,Vinoba Nagar PS,Rioting,"147, 191",2018-10-07,2018-10-07,"H.No. 02, Thakur Street",17.369471,76.731449,Widisha Bora,33,Other,1573514488,Raghav Vala; Rachit Venkataraman; Garima Krishnamurthy,26,Female,3,Acid,0,Pending Court Trial,Acquitted,PSI Dora,Low,No
0609/2018,Mysuru,Krishnaraja PS,Cybercrime - Online Fraud,"66D IT Act, 318",2018-11-14,2018-11-19,"H.No. 12, Arya Ganj",17.748814,76.395345,Abha Banik,61,Female,+910997249546,Mitali Khanna,46,Female,1,None,89381.14,Convicted,Convicted,DySP Devan,Medium,No
0610/2025,Bengaluru Urban,Indiranagar PS,Fraud/Cheating,"420, 318",2025-09-28,2025-09-30,"42/32, Chand",14.122513,75.073431,Qabil Tiwari,56,Male,5318812778,Unknown,,,0,None,386318.64,Case Closed,Acquitted,PSI Prabhakar,Medium,No
0611/2018,Mysuru,Devaraja PS,Eve Teasing/Harassment,"354, 354A",2018-04-25,2018-04-25,"H.No. 30, Hayre",17.078469,77.737028,Damyanti Mitra,30,Other,+915988720499,Unknown,,,0,None,0,Charge Sheet Filed,Convicted,PSI Parmar,Low,No
0612/2018,Mangaluru,Kankanady PS,Cybercrime - Online Fraud,"66D IT Act, 318",2018-06-30,2018-07-03,"95/03, Bera Circle",14.265447,75.925461,Ekaraj Karpe,70,Female,+913570011130,Andrew Keer; Radha Ramaswamy,53,Other,2,None,95178.99,Pending Court Trial,Settled Out of Court,PSI Date,Medium,No
0613/2019,Mysuru,Nazarbad PS,Vehicle Theft,"379, 303",2019-12-13,2019-12-13,"416, Sinha Zila",16.049615,75.66041,Krishna Shetty,38,Male,4414380814,Naksh Das; Ekansh Lal; Chanakya Mukhopadhyay,31,Female,3,None,110438.05,Case Closed,Pending,DySP Setty,Medium,No
0614/2024,Belagavi,Tilakwadi PS,Chain Snatching,"356, 304",2024-09-18,2024-09-21,"78/63, Saini Ganj",16.374208,77.050552,Sai Lad,24,Other,02348255848,Pavani Garg,34,Male,1,None,300133.64,Case Withdrawn,,DySP Sant,Medium,No
0615/2025,Mangaluru,Mangaladevi PS,Cybercrime - Online Fraud,"66D IT Act, 318",2025-02-15,2025-02-20,"902, Soman Nagar",14.1766,76.882664,Lakshit Gara,72,Other,+915119331078,Daksha Nori; Yug Dada; Theodore Koshy,22,Female,3,None,9315.57,Charge Sheet Filed,Dismissed,Inspector Pillai,Medium,No
0616/2018,Ballari,Cowl Bazar PS,Domestic Violence,"498A, 85",2018-03-28,2018-04-01,"314, Mutti Chowk",14.121665,75.334766,Umang Behl,25,Female,8858843309,Chandran Bajwa,45,Male,1,Knife,0,Convicted,Acquitted,SI Panchal,Medium,No
0617/2020,Belagavi,Shahapur PS,Burglary,"331(4), 305",2020-09-02,2020-09-07,"88/443, Sarkar Ganj",17.042458,75.86702,Dayita Garde,46,Other,04309790934,Udant Bhagat; Nidra Boase,26,Female,2,None,159110.56,Pending Court Trial,Settled Out of Court,SI Wali,Medium,No
0618/2021,Bengaluru Urban,Whitefield PS,Vehicle Theft,"379, 303",2021-11-04,2021-11-05,"H.No. 35, Deshpande Road",12.784818,76.834021,Eta Badami,21,Other,05135862983,Janya Sharma,32,Other,1,None,436416.54,Charge Sheet Filed,Pending,Inspector Prashad,Medium,No
0619/2018,Shivamogga,Town PS,Cybercrime - Phishing,"66C IT Act, 319",2018-08-02,2018-08-07,"12, Kata",17.318546,78.193157,Harish Savant,31,Male,+915899629416,Unknown,,,0,None,87251.07,Case Withdrawn,,Inspector Varkey,Medium,No
0620/2022,Belagavi,Shahapur PS,Robbery,"392, 309",2022-10-12,2022-10-17,"H.No. 72, Behl Road",15.534953,78.354766,Gaurav Bajaj,28,Other,4467863578,Aarush Vala,33,Female,1,Firearm,303122.69,Case Closed,Pending,CPI Pillay,High,No
0621/2022,Shivamogga,Town PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2022-06-20,2022-06-23,"89, Magar",16.833505,75.923288,Owen Upadhyay,46,Female,9314291722,Lakshmi Manne; Ekani Amble; Nathaniel Brar,27,Female,3,None,0,Under Investigation,,SI Krishnan,High,No
0622/2019,Hubballi-Dharwad,Dharwad Rural PS,Arson,"436, 324",2019-09-18,2019-09-22,"634, Ghosh",15.434995,76.1638,Saumya Kibe,34,Female,+919408930571,Chatresh Nayar; Nikita Patil; Samarth Venkatesh,37,Female,3,None,0,Acquitted,Dismissed,CPI Tank,High,No
0623/2020,Shivamogga,Town PS,Murder,"302, 103",2020-02-16,2020-02-16,"63/225, Krish Path",18.293448,75.679152,Onkar Mannan,50,Other,+915696413091,Keya Babu; Ekaraj Sastry,49,Female,2,Vehicle,0,Under Investigation,,ASI Sidhu,High,No
0624/2018,Ballari,Cowl Bazar PS,Eve Teasing/Harassment,"354, 354A",2018-06-09,2018-06-09,"614, Randhawa Chowk",15.067259,76.198798,Anjali Vala,54,Male,00111840726,Aayush Bir,45,Female,1,None,0,Case Closed,Pending,DySP Nath,Low,No
0625/2026,Bengaluru Urban,HSR Layout PS,Eve Teasing/Harassment,"354, 354A",2026-04-02,2026-04-03,"70/16, Thaker Marg",16.017335,75.175988,Tanvi Brar,20,Female,+918087343117,Unknown,,,0,None,0,Charge Sheet Filed,Compounded,DySP Ghose,Low,No
0626/2020,Shivamogga,Town PS,Kidnapping,"363, 137",2020-10-10,2020-10-14,"H.No. 44, Sha Marg",16.010782,78.125973,Victor Mohanty,60,Male,00284534291,Unknown,,,0,None,0,Pending Court Trial,Convicted,SI Memon,High,No
0627/2020,Tumakuru,City PS,Extortion,"384, 308",2020-02-13,2020-02-16,"H.No. 67, Mallick Nagar",14.381263,77.943802,Nitesh Shroff,45,Female,02699253302,Nathan Biswas; Matthew Pingle,50,Other,2,Vehicle,293246.85,Under Investigation,,DySP Basak,High,No
0628/2021,Mysuru,Devaraja PS,Public Nuisance,"268, 270",2021-11-11,2021-11-12,"67, Shan Ganj",11.51105,74.314287,Nakul Varma,31,Other,7999979721,Henry Dyal; Pahal Bhakta; Chavvi Tiwari,37,Male,3,None,0,Charge Sheet Filed,Dismissed,PSI Koshy,Low,No
0629/2026,Davanagere,Vidyanagar PS,Chain Snatching,"356, 304",2026-03-22,2026-03-25,"19, Bhagat",14.654625,77.664667,Lajita Mitter,41,Male,6846058899,Sathvik Modi,30,Female,1,None,91401.17,Under Investigation,,SI Kala,Medium,No
0630/2020,Bengaluru Urban,Koramangala PS,Cybercrime - Phishing,"66C IT Act, 319",2020-11-28,2020-12-01,"614, Chacko Street",11.949837,74.1335,Anirudh Kurian,57,Male,+918258022498,Unni Keer,23,Female,1,None,43310.68,Case Closed,Pending,SI Verma,Medium,No
